Date,Open,High,Low,Close,Volume
2018-01-23,276.25,277.11,275.89,276.78,99170859
2018-01-24,277.49,278.16,275.36,276.68,137783437
2018-01-25,277.63,277.74,275.93,276.79,86325183
2018-01-26,277.72,279.99,277.43,279.99,110131782
2018-01-29,279.37,279.84,277.96,278.14,92016990
2018-01-30,276.11,276.78,274.76,275.28,134574078
2018-01-31,276.24,276.79,274.24,275.42,121461163
2018-02-01,274.61,276.56,274.24,275.1,91881370
2018-02-02,273.65,273.8,269.09,269.13,176967786
2018-02-05,267.18,269.51,257.27,257.86,299378899
2018-02-06,253.97,263.51,252.76,262.94,363372921
2018-02-07,262.34,266.1,261.43,261.52,170642295
2018-02-08,261.86,262.01,251.67,251.71,250631221
2018-02-09,254.82,257.55,247.11,255.49,289943151
2018-02-12,257.76,260.87,255.87,259.24,144534291
2018-02-13,257.9,260.5,257.27,259.89,82991199
2018-02-14,258.24,263.8,258.23,263.4,123312239
2018-02-15,265.33,266.77,262.59,266.76,112827415
2018-02-16,266.06,269.0,266.01,266.84,164111000
2018-02-20,265.16,267.4,265.16,265.16,87440502
2018-02-21,265.66,268.41,263.74,263.85,99967677
2018-02-22,264.88,266.78,263.45,264.19,111038832
2018-02-23,265.55,268.4,265.02,268.4,94215147
2018-02-26,269.6,271.63,268.94,271.52,88295756
2018-02-27,271.73,272.51,268.05,268.12,101428836
2018-02-28,269.35,269.85,265.06,265.41,124773632
2018-03-01,265.17,266.9,259.89,261.55,181012670
2018-03-02,259.7,263.53,258.74,262.89,142352851
2018-03-05,261.58,266.62,261.46,265.93,99594936
2018-03-06,267.03,267.12,264.96,266.61,81075344
2018-03-07,264.2,266.91,264.0,266.51,89110232
2018-03-08,267.28,267.94,266.16,267.8,68473894
2018-03-09,269.37,272.46,269.02,272.46,116296493
2018-03-12,272.78,273.48,271.7,272.13,73615636
2018-03-13,273.41,273.98,269.69,270.36,94130986
2018-03-14,271.43,271.64,268.36,268.98,108384510
2018-03-15,269.55,270.25,268.12,268.68,85394421
2018-03-16,269.28,270.14,268.92,268.98,102291789
2018-03-19,268.14,269.18,263.51,265.34,111328663
2018-03-20,265.78,266.49,265.04,265.79,60917424
2018-03-21,265.75,268.06,265.05,265.28,80237680
2018-03-22,262.81,263.75,258.34,258.65,151674512
2018-03-23,259.14,259.97,252.92,253.13,187097977
2018-03-26,257.14,260.38,254.47,260.06,144712101
2018-03-27,261.1,261.69,253.91,255.64,132464186
2018-03-28,255.78,257.63,253.66,254.88,149295596
2018-03-29,256.14,260.21,254.89,258.14,126656934
2018-04-02,257.54,258.12,249.82,252.57,189902988
2018-04-03,253.94,256.33,251.95,255.8,122285757
2018-04-04,251.86,259.32,251.71,258.54,126117203
2018-04-05,260.5,261.56,259.28,260.59,84257272
2018-04-06,258.4,260.06,253.09,254.78,183006513
2018-04-09,256.39,259.79,254.99,256.03,107490047
2018-04-10,259.23,260.97,257.97,260.1,107342627
2018-04-11,258.45,260.59,258.37,258.74,92909680
2018-04-12,260.21,261.91,260.01,260.86,70227951
2018-04-13,262.32,262.45,258.99,260.1,86730941
2018-04-16,261.91,263.09,261.0,262.24,64636265
2018-04-17,264.19,265.72,263.63,265.05,65937802
2018-04-18,265.54,266.13,264.73,265.24,58416379
2018-04-19,264.51,264.74,262.62,263.77,79163555
2018-04-20,263.69,263.94,260.56,261.53,101893668
2018-04-23,262.17,262.79,260.3,261.49,66830725
2018-04-24,262.63,262.86,256.3,257.97,115077060
2018-04-25,257.9,259.1,255.88,258.61,105856962
2018-04-26,259.74,262.16,259.25,261.24,69046920
2018-04-27,261.91,262.25,260.45,261.48,58161312
2018-04-30,262.17,262.79,259.39,259.47,83777848
2018-05-01,258.85,260.05,257.12,259.93,75643981
2018-05-02,259.71,260.62,257.75,258.19,88045748
2018-05-03,257.27,258.34,254.11,257.61,138957891
2018-05-04,256.54,261.71,256.17,260.95,92993101
2018-05-07,261.81,262.91,261.04,261.84,56378620
2018-05-08,261.42,262.24,260.1,261.84,68809707
2018-05-09,262.58,264.72,262.0,264.36,60824528
2018-05-10,265.19,267.21,265.08,266.84,73463012
2018-05-11,266.98,267.95,266.4,267.65,61033883
2018-05-14,268.13,268.86,267.18,267.78,55854335
2018-05-15,266.41,266.43,264.89,265.93,88725894
2018-05-16,265.97,267.57,265.94,267.06,54989897
2018-05-17,266.76,268.02,265.96,266.83,57634022
2018-05-18,266.44,266.85,265.77,266.16,65617628
2018-05-21,267.81,268.76,266.18,268.16,59152415
2018-05-22,268.74,269.03,267.06,267.42,53994670
2018-05-23,266.0,268.18,265.83,268.15,65950185
2018-05-24,267.71,268.01,265.63,267.6,77520175
2018-05-25,266.97,267.66,266.4,266.97,57469240
2018-05-29,265.16,266.0,262.66,263.9,118158908
2018-05-30,265.35,267.91,265.27,267.42,71031218
2018-05-31,266.97,267.31,265.11,265.78,95335578
2018-06-01,267.23,268.72,267.15,268.39,72641853
2018-06-04,269.3,269.94,269.04,269.67,46266294
2018-06-05,269.81,270.28,268.96,269.86,52127796
2018-06-06,270.54,272.24,269.85,272.12,63950126
2018-06-07,272.66,272.97,271.07,272.09,74386063
2018-06-08,271.58,272.94,271.39,272.88,73540272
2018-06-11,273.13,274.06,273.0,273.25,60035881
2018-06-12,273.72,274.02,272.88,273.61,73733256
2018-06-13,273.88,274.17,272.51,272.73,80605722
2018-06-14,273.7,274.02,272.76,273.42,78594428
2018-06-15,272.56,273.45,271.32,273.07,121823309
2018-06-18,271.46,272.66,270.93,272.52,53703023
2018-06-19,269.99,271.72,269.53,271.47,98979146
2018-06-20,272.23,272.68,271.56,271.94,54583811
2018-06-21,271.93,271.95,269.68,270.23,72116151
2018-06-22,271.63,271.76,270.48,270.72,57452281
2018-06-25,269.44,269.62,265.16,267.04,139900296
2018-06-26,267.66,268.57,266.83,267.62,69702660
2018-06-27,268.28,269.85,265.24,265.41,106670805
2018-06-28,265.35,267.77,264.56,266.93,77788222
2018-06-29,268.14,269.66,267.19,267.32,99041040
2018-07-02,265.57,268.06,265.3,267.88,64498102
2018-07-03,268.88,268.99,266.46,266.94,42813244
2018-07-05,268.19,269.19,267.0,269.12,57770856
2018-07-06,269.15,271.81,268.73,271.39,67480646
2018-07-09,272.51,273.9,272.46,273.84,51300706
2018-07-10,274.34,274.93,274.02,274.82,52738160
2018-07-11,273.09,273.98,272.48,272.81,78198443
2018-07-12,274.22,275.34,273.54,275.28,61017103
2018-07-13,275.08,275.84,274.58,275.5,48950903
2018-07-16,275.55,275.71,274.76,275.25,48916474
2018-07-17,274.39,276.8,274.34,276.37,53092005
2018-07-18,276.46,277.07,275.97,276.95,45255355
2018-07-19,276.21,276.63,275.37,275.91,62323641
2018-07-20,275.68,276.38,275.41,275.59,83595367
2018-07-23,275.36,276.33,274.98,276.1,47745880
2018-07-24,277.67,278.43,276.52,277.49,69036641
2018-07-25,277.22,280.21,277.17,279.85,80053767
2018-07-26,279.06,279.95,278.95,279.2,58779179
2018-07-27,279.55,279.66,276.28,277.3,77922851
2018-07-30,277.39,277.57,275.27,275.86,64688622
2018-07-31,276.7,277.89,276.28,277.22,69588267
2018-08-01,277.44,278.0,276.04,276.75,54652658
2018-08-02,275.3,278.45,275.07,278.26,64367785
2018-08-03,278.4,279.5,278.2,279.45,54735936
2018-08-06,279.48,280.83,279.06,280.48,39985705
2018-08-07,281.21,281.82,281.07,281.4,43837804
2018-08-08,281.21,281.72,280.78,281.28,42739647
2018-08-09,281.35,281.78,280.75,280.91,36247114
2018-08-10,279.31,279.9,278.23,279.02,78220065
2018-08-13,279.33,280.0,277.65,277.97,66708566
2018-08-14,278.79,280.01,278.35,279.74,44492768
2018-08-15,278.25,278.41,276.07,277.66,104453050
2018-08-16,279.26,280.88,279.22,279.9,71006435
2018-08-17,279.67,281.38,279.23,280.9,66592440
2018-08-20,281.39,281.78,280.9,281.49,40398343
